¸ñÍø±àºÅ,wkt×ø±ê
1401,"MULTIPOLYGON (((444943.69714851433 4419540.4441694766, 445943.69714851433 4419540.4441694766, 445943.69714851433 4420540.4441694766, 444943.69714851433 4420540.4441694766, 444943.69714851433 4419540.4441694766)))"
1402,"MULTIPOLYGON (((445943.69714851433 4419540.4441694766, 446943.69714851433 4419540.4441694766, 446943.69714851433 4420540.4441694766, 445943.69714851433 4420540.4441694766, 445943.69714851433 4419540.4441694766)))"
1403,"MULTIPOLYGON (((446943.69714851433 4419540.4441694766, 447943.69714851433 4419540.4441694766, 447943.69714851433 4420540.4441694766, 446943.69714851433 4420540.4441694766, 446943.69714851433 4419540.4441694766)))"
1404,"MULTIPOLYGON (((447943.69714851433 4419540.4441694766, 448943.69714851433 4419540.4441694766, 448943.69714851433 4420540.4441694766, 447943.69714851433 4420540.4441694766, 447943.69714851433 4419540.4441694766)))"
1405,"MULTIPOLYGON (((448943.69714851433 4419540.4441694766, 449943.69714851433 4419540.4441694766, 449943.69714851433 4420540.4441694766, 448943.69714851433 4420540.4441694766, 448943.69714851433 4419540.4441694766)))"
1406,"MULTIPOLYGON (((449943.69714851433 4419540.4441694766, 450943.69714851433 4419540.4441694766, 450943.69714851433 4420540.4441694766, 449943.69714851433 4420540.4441694766, 449943.69714851433 4419540.4441694766)))"
1407,"MULTIPOLYGON (((450943.69714851433 4419540.4441694766, 451943.69714851433 4419540.4441694766, 451943.69714851433 4420540.4441694766, 450943.69714851433 4420540.4441694766, 450943.69714851433 4419540.4441694766)))"
1408,"MULTIPOLYGON (((451943.69714851433 4419540.4441694766, 452943.69714851433 4419540.4441694766, 452943.69714851433 4420540.4441694766, 451943.69714851433 4420540.4441694766, 451943.69714851433 4419540.4441694766)))"
1409,"MULTIPOLYGON (((452943.69714851433 4419540.4441694766, 453943.69714851433 4419540.4441694766, 453943.69714851433 4420540.4441694766, 452943.69714851433 4420540.4441694766, 452943.69714851433 4419540.4441694766)))"
1410,"MULTIPOLYGON (((453943.69714851433 4419540.4441694766, 454943.69714851433 4419540.4441694766, 454943.69714851433 4420540.4441694766, 453943.69714851433 4420540.4441694766, 453943.69714851433 4419540.4441694766)))"
1411,"MULTIPOLYGON (((454943.69714851433 4419540.4441694766, 455943.69714851433 4419540.4441694766, 455943.69714851433 4420540.4441694766, 454943.69714851433 4420540.4441694766, 454943.69714851433 4419540.4441694766)))"
1412,"MULTIPOLYGON (((455943.69714851433 4419540.4441694766, 456943.69714851433 4419540.4441694766, 456943.69714851433 4420540.4441694766, 455943.69714851433 4420540.4441694766, 455943.69714851433 4419540.4441694766)))"
1413,"MULTIPOLYGON (((456943.69714851433 4419540.4441694766, 457943.69714851433 4419540.4441694766, 457943.69714851433 4420540.4441694766, 456943.69714851433 4420540.4441694766, 456943.69714851433 4419540.4441694766)))"
1414,"MULTIPOLYGON (((457943.69714851433 4419540.4441694766, 458943.69714851433 4419540.4441694766, 458943.69714851433 4420540.4441694766, 457943.69714851433 4420540.4441694766, 457943.69714851433 4419540.4441694766)))"
1415,"MULTIPOLYGON (((458943.69714851433 4419540.4441694766, 459943.69714851433 4419540.4441694766, 459943.69714851433 4420540.4441694766, 458943.69714851433 4420540.4441694766, 458943.69714851433 4419540.4441694766)))"
1416,"MULTIPOLYGON (((459943.69714851433 4419540.4441694766, 460943.69714851433 4419540.4441694766, 460943.69714851433 4420540.4441694766, 459943.69714851433 4420540.4441694766, 459943.69714851433 4419540.4441694766)))"
1417,"MULTIPOLYGON (((460943.69714851433 4419540.4441694766, 461943.69714851433 4419540.4441694766, 461943.69714851433 4420540.4441694766, 460943.69714851433 4420540.4441694766, 460943.69714851433 4419540.4441694766)))"
1418,"MULTIPOLYGON (((461943.69714851433 4419540.4441694766, 462943.69714851433 4419540.4441694766, 462943.69714851433 4420540.4441694766, 461943.69714851433 4420540.4441694766, 461943.69714851433 4419540.4441694766)))"
1419,"MULTIPOLYGON (((462943.69714851433 4419540.4441694766, 463943.69714851433 4419540.4441694766, 463943.69714851433 4420540.4441694766, 462943.69714851433 4420540.4441694766, 462943.69714851433 4419540.4441694766)))"
1420,"MULTIPOLYGON (((463943.69714851433 4419540.4441694766, 464943.69714851433 4419540.4441694766, 464943.69714851433 4420540.4441694766, 463943.69714851433 4420540.4441694766, 463943.69714851433 4419540.4441694766)))"
1421,"MULTIPOLYGON (((464943.69714851433 4419540.4441694766, 465943.69714851433 4419540.4441694766, 465943.69714851433 4420540.4441694766, 464943.69714851433 4420540.4441694766, 464943.69714851433 4419540.4441694766)))"
1422,"MULTIPOLYGON (((465943.69714851433 4419540.4441694766, 466943.69714851433 4419540.4441694766, 466943.69714851433 4420540.4441694766, 465943.69714851433 4420540.4441694766, 465943.69714851433 4419540.4441694766)))"
1423,"MULTIPOLYGON (((466943.69714851433 4419540.4441694766, 467943.69714851433 4419540.4441694766, 467943.69714851433 4420540.4441694766, 466943.69714851433 4420540.4441694766, 466943.69714851433 4419540.4441694766)))"
1424,"MULTIPOLYGON (((467943.69714851433 4419540.4441694766, 468943.69714851433 4419540.4441694766, 468943.69714851433 4420540.4441694766, 467943.69714851433 4420540.4441694766, 467943.69714851433 4419540.4441694766)))"
1425,"MULTIPOLYGON (((468943.69714851433 4419540.4441694766, 469943.69714851433 4419540.4441694766, 469943.69714851433 4420540.4441694766, 468943.69714851433 4420540.4441694766, 468943.69714851433 4419540.4441694766)))"
1426,"MULTIPOLYGON (((469943.69714851433 4419540.4441694766, 470943.69714851433 4419540.4441694766, 470943.69714851433 4420540.4441694766, 469943.69714851433 4420540.4441694766, 469943.69714851433 4419540.4441694766)))"
1427,"MULTIPOLYGON (((470943.69714851433 4419540.4441694766, 471943.69714851433 4419540.4441694766, 471943.69714851433 4420540.4441694766, 470943.69714851433 4420540.4441694766, 470943.69714851433 4419540.4441694766)))"
1428,"MULTIPOLYGON (((471943.69714851433 4419540.4441694766, 472943.69714851433 4419540.4441694766, 472943.69714851433 4420540.4441694766, 471943.69714851433 4420540.4441694766, 471943.69714851433 4419540.4441694766)))"
1429,"MULTIPOLYGON (((472943.69714851433 4419540.4441694766, 473943.69714851433 4419540.4441694766, 473943.69714851433 4420540.4441694766, 472943.69714851433 4420540.4441694766, 472943.69714851433 4419540.4441694766)))"
1430,"MULTIPOLYGON (((473943.69714851433 4419540.4441694766, 474943.69714851433 4419540.4441694766, 474943.69714851433 4420540.4441694766, 473943.69714851433 4420540.4441694766, 473943.69714851433 4419540.4441694766)))"
1433,"MULTIPOLYGON (((423943.69714851433 4420540.4441694766, 424943.69714851433 4420540.4441694766, 424943.69714851433 4421540.4441694766, 423943.69714851433 4421540.4441694766, 423943.69714851433 4420540.4441694766)))"
1434,"MULTIPOLYGON (((424943.69714851433 4420540.4441694766, 425943.69714851433 4420540.4441694766, 425943.69714851433 4421540.4441694766, 424943.69714851433 4421540.4441694766, 424943.69714851433 4420540.4441694766)))"
1435,"MULTIPOLYGON (((425943.69714851433 4420540.4441694766, 426943.69714851433 4420540.4441694766, 426943.69714851433 4421540.4441694766, 425943.69714851433 4421540.4441694766, 425943.69714851433 4420540.4441694766)))"
1436,"MULTIPOLYGON (((426943.69714851433 4420540.4441694766, 427943.69714851433 4420540.4441694766, 427943.69714851433 4421540.4441694766, 426943.69714851433 4421540.4441694766, 426943.69714851433 4420540.4441694766)))"
1437,"MULTIPOLYGON (((427943.69714851433 4420540.4441694766, 428943.69714851433 4420540.4441694766, 428943.69714851433 4421540.4441694766, 427943.69714851433 4421540.4441694766, 427943.69714851433 4420540.4441694766)))"
1438,"MULTIPOLYGON (((428943.69714851433 4420540.4441694766, 429943.69714851433 4420540.4441694766, 429943.69714851433 4421540.4441694766, 428943.69714851433 4421540.4441694766, 428943.69714851433 4420540.4441694766)))"
1439,"MULTIPOLYGON (((429943.69714851433 4420540.4441694766, 430943.69714851433 4420540.4441694766, 430943.69714851433 4421540.4441694766, 429943.69714851433 4421540.4441694766, 429943.69714851433 4420540.4441694766)))"
1440,"MULTIPOLYGON (((430943.69714851433 4420540.4441694766, 431943.69714851433 4420540.4441694766, 431943.69714851433 4421540.4441694766, 430943.69714851433 4421540.4441694766, 430943.69714851433 4420540.4441694766)))"
1441,"MULTIPOLYGON (((431943.69714851433 4420540.4441694766, 432943.69714851433 4420540.4441694766, 432943.69714851433 4421540.4441694766, 431943.69714851433 4421540.4441694766, 431943.69714851433 4420540.4441694766)))"
1442,"MULTIPOLYGON (((432943.69714851433 4420540.4441694766, 433943.69714851433 4420540.4441694766, 433943.69714851433 4421540.4441694766, 432943.69714851433 4421540.4441694766, 432943.69714851433 4420540.4441694766)))"
1443,"MULTIPOLYGON (((433943.69714851433 4420540.4441694766, 434943.69714851433 4420540.4441694766, 434943.69714851433 4421540.4441694766, 433943.69714851433 4421540.4441694766, 433943.69714851433 4420540.4441694766)))"
1444,"MULTIPOLYGON (((434943.69714851433 4420540.4441694766, 435943.69714851433 4420540.4441694766, 435943.69714851433 4421540.4441694766, 434943.69714851433 4421540.4441694766, 434943.69714851433 4420540.4441694766)))"
1445,"MULTIPOLYGON (((435943.69714851433 4420540.4441694766, 436943.69714851433 4420540.4441694766, 436943.69714851433 4421540.4441694766, 435943.69714851433 4421540.4441694766, 435943.69714851433 4420540.4441694766)))"
1446,"MULTIPOLYGON (((436943.69714851433 4420540.4441694766, 437943.69714851433 4420540.4441694766, 437943.69714851433 4421540.4441694766, 436943.69714851433 4421540.4441694766, 436943.69714851433 4420540.4441694766)))"
1447,"MULTIPOLYGON (((437943.69714851433 4420540.4441694766, 438943.69714851433 4420540.4441694766, 438943.69714851433 4421540.4441694766, 437943.69714851433 4421540.4441694766, 437943.69714851433 4420540.4441694766)))"
1448,"MULTIPOLYGON (((438943.69714851433 4420540.4441694766, 439943.69714851433 4420540.4441694766, 439943.69714851433 4421540.4441694766, 438943.69714851433 4421540.4441694766, 438943.69714851433 4420540.4441694766)))"
1449,"MULTIPOLYGON (((439943.69714851433 4420540.4441694766, 440943.69714851433 4420540.4441694766, 440943.69714851433 4421540.4441694766, 439943.69714851433 4421540.4441694766, 439943.69714851433 4420540.4441694766)))"
1450,"MULTIPOLYGON (((440943.69714851433 4420540.4441694766, 441943.69714851433 4420540.4441694766, 441943.69714851433 4421540.4441694766, 440943.69714851433 4421540.4441694766, 440943.69714851433 4420540.4441694766)))"
1451,"MULTIPOLYGON (((441943.69714851433 4420540.4441694766, 442943.69714851433 4420540.4441694766, 442943.69714851433 4421540.4441694766, 441943.69714851433 4421540.4441694766, 441943.69714851433 4420540.4441694766)))"
1452,"MULTIPOLYGON (((442943.69714851433 4420540.4441694766, 443943.69714851433 4420540.4441694766, 443943.69714851433 4421540.4441694766, 442943.69714851433 4421540.4441694766, 442943.69714851433 4420540.4441694766)))"
1453,"MULTIPOLYGON (((443943.69714851433 4420540.4441694766, 444943.69714851433 4420540.4441694766, 444943.69714851433 4421540.4441694766, 443943.69714851433 4421540.4441694766, 443943.69714851433 4420540.4441694766)))"
1454,"MULTIPOLYGON (((444943.69714851433 4420540.4441694766, 445943.69714851433 4420540.4441694766, 445943.69714851433 4421540.4441694766, 444943.69714851433 4421540.4441694766, 444943.69714851433 4420540.4441694766)))"
1455,"MULTIPOLYGON (((445943.69714851433 4420540.4441694766, 446943.69714851433 4420540.4441694766, 446943.69714851433 4421540.4441694766, 445943.69714851433 4421540.4441694766, 445943.69714851433 4420540.4441694766)))"
1456,"MULTIPOLYGON (((446943.69714851433 4420540.4441694766, 447943.69714851433 4420540.4441694766, 447943.69714851433 4421540.4441694766, 446943.69714851433 4421540.4441694766, 446943.69714851433 4420540.4441694766)))"
1457,"MULTIPOLYGON (((447943.69714851433 4420540.4441694766, 448943.69714851433 4420540.4441694766, 448943.69714851433 4421540.4441694766, 447943.69714851433 4421540.4441694766, 447943.69714851433 4420540.4441694766)))"
1458,"MULTIPOLYGON (((448943.69714851433 4420540.4441694766, 449943.69714851433 4420540.4441694766, 449943.69714851433 4421540.4441694766, 448943.69714851433 4421540.4441694766, 448943.69714851433 4420540.4441694766)))"
1459,"MULTIPOLYGON (((449943.69714851433 4420540.4441694766, 450943.69714851433 4420540.4441694766, 450943.69714851433 4421540.4441694766, 449943.69714851433 4421540.4441694766, 449943.69714851433 4420540.4441694766)))"
1460,"MULTIPOLYGON (((450943.69714851433 4420540.4441694766, 451943.69714851433 4420540.4441694766, 451943.69714851433 4421540.4441694766, 450943.69714851433 4421540.4441694766, 450943.69714851433 4420540.4441694766)))"
1461,"MULTIPOLYGON (((451943.69714851433 4420540.4441694766, 452943.69714851433 4420540.4441694766, 452943.69714851433 4421540.4441694766, 451943.69714851433 4421540.4441694766, 451943.69714851433 4420540.4441694766)))"
1462,"MULTIPOLYGON (((452943.69714851433 4420540.4441694766, 453943.69714851433 4420540.4441694766, 453943.69714851433 4421540.4441694766, 452943.69714851433 4421540.4441694766, 452943.69714851433 4420540.4441694766)))"
1463,"MULTIPOLYGON (((453943.69714851433 4420540.4441694766, 454943.69714851433 4420540.4441694766, 454943.69714851433 4421540.4441694766, 453943.69714851433 4421540.4441694766, 453943.69714851433 4420540.4441694766)))"
1464,"MULTIPOLYGON (((454943.69714851433 4420540.4441694766, 455943.69714851433 4420540.4441694766, 455943.69714851433 4421540.4441694766, 454943.69714851433 4421540.4441694766, 454943.69714851433 4420540.4441694766)))"
1465,"MULTIPOLYGON (((455943.69714851433 4420540.4441694766, 456943.69714851433 4420540.4441694766, 456943.69714851433 4421540.4441694766, 455943.69714851433 4421540.4441694766, 455943.69714851433 4420540.4441694766)))"
1466,"MULTIPOLYGON (((456943.69714851433 4420540.4441694766, 457943.69714851433 4420540.4441694766, 457943.69714851433 4421540.4441694766, 456943.69714851433 4421540.4441694766, 456943.69714851433 4420540.4441694766)))"
1467,"MULTIPOLYGON (((457943.69714851433 4420540.4441694766, 458943.69714851433 4420540.4441694766, 458943.69714851433 4421540.4441694766, 457943.69714851433 4421540.4441694766, 457943.69714851433 4420540.4441694766)))"
1468,"MULTIPOLYGON (((458943.69714851433 4420540.4441694766, 459943.69714851433 4420540.4441694766, 459943.69714851433 4421540.4441694766, 458943.69714851433 4421540.4441694766, 458943.69714851433 4420540.4441694766)))"
1469,"MULTIPOLYGON (((459943.69714851433 4420540.4441694766, 460943.69714851433 4420540.4441694766, 460943.69714851433 4421540.4441694766, 459943.69714851433 4421540.4441694766, 459943.69714851433 4420540.4441694766)))"
1470,"MULTIPOLYGON (((460943.69714851433 4420540.4441694766, 461943.69714851433 4420540.4441694766, 461943.69714851433 4421540.4441694766, 460943.69714851433 4421540.4441694766, 460943.69714851433 4420540.4441694766)))"
1471,"MULTIPOLYGON (((461943.69714851433 4420540.4441694766, 462943.69714851433 4420540.4441694766, 462943.69714851433 4421540.4441694766, 461943.69714851433 4421540.4441694766, 461943.69714851433 4420540.4441694766)))"
1472,"MULTIPOLYGON (((462943.69714851433 4420540.4441694766, 463943.69714851433 4420540.4441694766, 463943.69714851433 4421540.4441694766, 462943.69714851433 4421540.4441694766, 462943.69714851433 4420540.4441694766)))"
1473,"MULTIPOLYGON (((463943.69714851433 4420540.4441694766, 464943.69714851433 4420540.4441694766, 464943.69714851433 4421540.4441694766, 463943.69714851433 4421540.4441694766, 463943.69714851433 4420540.4441694766)))"
1474,"MULTIPOLYGON (((464943.69714851433 4420540.4441694766, 465943.69714851433 4420540.4441694766, 465943.69714851433 4421540.4441694766, 464943.69714851433 4421540.4441694766, 464943.69714851433 4420540.4441694766)))"
1475,"MULTIPOLYGON (((465943.69714851433 4420540.4441694766, 466943.69714851433 4420540.4441694766, 466943.69714851433 4421540.4441694766, 465943.69714851433 4421540.4441694766, 465943.69714851433 4420540.4441694766)))"
1476,"MULTIPOLYGON (((466943.69714851433 4420540.4441694766, 467943.69714851433 4420540.4441694766, 467943.69714851433 4421540.4441694766, 466943.69714851433 4421540.4441694766, 466943.69714851433 4420540.4441694766)))"
1477,"MULTIPOLYGON (((467943.69714851433 4420540.4441694766, 468943.69714851433 4420540.4441694766, 468943.69714851433 4421540.4441694766, 467943.69714851433 4421540.4441694766, 467943.69714851433 4420540.4441694766)))"
1478,"MULTIPOLYGON (((468943.69714851433 4420540.4441694766, 469943.69714851433 4420540.4441694766, 469943.69714851433 4421540.4441694766, 468943.69714851433 4421540.4441694766, 468943.69714851433 4420540.4441694766)))"
